developer_id,account_age_days,total_commits,commits_last_90d,total_repos,pull_requests_merged,issues_closed,stars_received,languages_used,language_entropy,primary_language,framework_count,has_readme_pct,has_tests_pct,has_ci_pct,commit_message_avg_len,fork_to_original_ratio,languages_per_repo_avg,commit_trend_slope,activity_decay_lambda,years_active,has_bio,has_company,has_location,bio_length,avg_repo_size_kb,avg_repo_description_len,developer_dna_score,developer_tier
belindawood,243,88,2,11,7,2,0,JavaScript,0.0,JavaScript,0,0.366,0.0,0.184,12,0.542,1.42,-3.1734,0.2301,0.67,0,0,1,0,44,9,0.0384,0
dev_1213,30,54,7,3,4,3,2,Julia,0.0,Julia,0,0.361,0.132,0.367,9,0.343,1.24,-0.1861,0.2368,0.1,0,0,0,0,22,77,0.0537,0
catherine33,2404,437,13,47,38,33,240,"SQL,R,PHP,Rust,Ruby,Python,Kotlin,Haskell,Go",3.1699,Rust,5,0.765,0.11,0.378,44,0.607,2.51,3.8709,-0.1356,6.58,1,0,1,23,653,112,0.3761,1
dev_5158,3074,1567,127,211,26,37,86,"CSS,Scala,HTML,Lua,C++,Go,Ruby,JavaScript,Swift",3.1699,Ruby,7,0.743,1.0,0.423,55,0.66,2.75,7.5542,-0.1136,8.42,1,0,0,110,5512,76,0.4867,2
dev_3723,3216,856,54,104,27,30,57,Kotlin,0.0,Kotlin,4,0.183,0.154,0.272,54,0.394,1.09,-4.1208,-0.0045,8.8,0,0,0,0,11,43,0.1123,0
eric43,2774,7858,553,33,25,27,77,"Scala,R,Julia,Dart,Kotlin,Haskell,TypeScript,JavaScript,Elixir",3.1699,JavaScript,11,0.84,0.555,0.813,60,0.329,3.15,4.8616,-0.1054,7.59,1,1,1,102,388,118,0.488,2
carlos20,2380,530,18,115,660,8,6,"Lua,Ruby,Java,Dart,C#,SQL,Shell,Go,Elixir",3.1699,SQL,13,0.443,0.902,0.562,4,0.835,2.33,2.3993,-0.035,6.52,1,0,0,20,100,76,0.416,1
ycook,450,10,0,5,5,3,55,SQL,0.0,SQL,0,0.191,0.0,0.021,18,0.01,0.58,4.1351,0.1188,1.23,0,0,0,0,11,0,0.0772,0
amandasmith,1145,791,37,12,21,0,112,"HTML,Rust",1.0,Rust,5,0.145,0.371,0.0,23,0.327,2.26,5.4963,0.0323,3.13,1,0,0,68,791,30,0.2213,1
deborah58,839,260,47,14,1,1,51,Haskell,0.0,Haskell,0,0.677,0.0,0.0,3,0.244,2.14,0.8609,-0.0037,2.3,0,1,0,0,25,25,0.1794,0
dev_8902,579,16,2,2,73,70,617,Haskell,0.0,Haskell,2,0.486,0.486,0.4,3,0.21,1.63,2.1224,0.0944,1.59,0,1,1,0,20,7,0.1786,0
edward50,30,55,13,27,0,0,6,"Rust,Kotlin",1.0,Rust,4,0.0,0.0,0.29,26,0.196,2.39,2.8286,0.1632,0.1,0,0,0,0,5,0,0.1677,1
dev_6533,1308,55,3,1,2,1,34,"CSS,Shell,C#,C",2.0,C#,2,0.234,0.049,0.0,19,0.308,1.78,-1.0552,0.4112,3.58,0,0,0,0,28,48,0.1307,0
dev_3626,496,426,121,10,6,8,1497,"CSS,PHP,Dart,SQL,JavaScript",2.3219,CSS,6,0.684,0.366,0.463,67,0.182,2.71,8.0775,0.1551,1.36,1,1,1,99,147,60,0.3518,1
gonzalezbrett,4657,2314,119,42,96,48,302,"HTML,PHP,Rust,Go,Kotlin,TypeScript,JavaScript,Swift",3.0,PHP,9,0.728,0.441,0.137,69,0.639,2.55,3.6545,0.0239,12.75,0,0,0,0,1222,53,0.419,2
dev_1970,1545,73,6,15,0,0,100,"HTML,PHP,C++,Ruby,Haskell,Shell,JavaScript",2.8074,JavaScript,5,0.529,0.0,0.163,7,0.376,3.36,5.0993,0.1653,4.23,0,0,0,0,199,16,0.3526,0
april31,2122,1757,50,458,648,357,400,"R,Rust,Ruby,Julia,JavaScript,Dart,C#,Python,C,Kotlin,Haskell,TypeScript,Shell,Java,Swift",3.9069,Rust,14,0.784,0.969,1.0,59,0.667,3.16,6.347,-0.1267,5.81,0,0,1,0,2381,129,0.6059,2
jose87,2948,15418,329,33,607,282,1118,"Scala,Lua,CSS,Ruby,Dart,Kotlin,Haskell,Shell,Go,Swift",3.3219,Haskell,13,0.665,0.938,0.708,103,0.834,2.65,0.4273,-0.0008,8.07,1,1,1,68,11036,72,0.5511,2
jeffrey50,1201,49,5,41,0,0,5,"CSS,Scala,Rust,Kotlin,C,Java",2.585,CSS,5,0.967,0.331,0.196,65,0.182,1.1,-4.3036,0.1789,3.29,0,0,0,0,80,31,0.2021,0
kari04,3781,8163,2226,91,250,213,1932,"CSS,HTML,PHP,JavaScript,Java,C#,Kotlin,Elixir,SQL,Go,Swift",3.4594,CSS,12,0.823,0.607,0.818,98,0.891,3.35,11.5618,-0.2078,10.35,1,0,1,60,626,83,0.5886,2
kenneth10,2604,1218,173,42,141,21,25,"CSS,Lua,HTML,R,C++,Ruby,Java,C#,C,Python,SQL,Go,Elixir",3.7004,R,12,0.711,0.886,0.667,60,0.537,2.87,4.0267,-0.0108,7.13,1,0,1,38,1157,59,0.5035,2
daniel2,565,105,21,22,86,29,48,"Scala,CSS,PHP,Rust,Julia,Dart,C,SQL,Swift",3.1699,Scala,6,0.505,0.221,0.32,55,0.675,1.96,-1.0459,0.0625,1.55,0,1,0,0,2055,86,0.333,1
shannon76,1484,41,5,13,25,7,71,"HTML,Rust,Ruby,Julia,C#,Python,Shell",2.8074,Ruby,12,0.534,0.406,0.193,45,0.68,2.85,1.9687,-0.0127,4.06,1,0,1,114,1020,80,0.3683,1
dylan72,1091,146,6,23,11,22,23,"Scala,CSS,PHP,Rust,C++,Ruby,JavaScript",2.8074,JavaScript,9,0.283,0.666,0.221,28,0.704,2.25,-1.1993,-0.081,2.99,1,1,1,76,139,99,0.3961,1
ugibbs,2370,573,25,37,8,5,12,"C++,Ruby,Elixir,Java,Swift",2.3219,Elixir,12,0.834,0.045,0.431,25,0.268,1.99,-2.0599,0.1224,6.49,0,0,1,0,2774,81,0.2475,1
susan49,2500,4116,295,129,168,313,352,"Scala,CSS,PHP,C++,Ruby,Dart,C#,SQL,TypeScript,Shell,JavaScript",3.4594,TypeScript,7,0.623,1.0,0.588,95,0.649,2.92,6.6574,-0.1136,6.84,0,1,0,0,2534,92,0.5246,1
wmarsh,2321,118,20,10,17,3,198,"Scala,R,PHP,Rust,HTML,Go,Dart,Kotlin,TypeScript,Shell,Java,Elixir",3.585,Rust,6,0.418,0.049,0.261,51,0.563,1.62,3.7879,-0.061,6.35,1,0,1,32,259,92,0.3154,1
cesar69,2095,460,16,91,184,61,164,"Lua,HTML,PHP,Dart,Python,Haskell,TypeScript,Shell,Java,Swift",3.3219,HTML,11,0.705,0.563,0.671,44,0.606,3.83,1.9481,-0.1841,5.74,1,0,0,101,3317,101,0.4868,2
kim88,3833,10916,2284,18,131,76,379,"CSS,Swift,R,Lua,Dart,C#,Kotlin,C,SQL,Shell,JavaScript,Elixir",3.585,CSS,18,0.505,0.4,0.832,73,0.632,2.93,4.5912,-0.0649,10.49,0,1,1,0,7359,107,0.5026,2
aaronstark,1318,97,14,44,4,4,19,"CSS,HTML,R,C++,Ruby,Julia",2.585,CSS,5,0.356,0.276,0.112,38,0.01,2.07,-4.3746,0.0956,3.61,1,1,0,18,32,10,0.227,0
dev_7954,2507,1622,381,54,126,232,3591,"Lua,HTML,PHP,Rust,Julia,C#,Kotlin,Python,SQL,Go,Elixir",3.4594,Julia,4,0.532,0.585,0.41,63,0.648,2.73,3.1222,-0.1644,6.86,1,1,0,22,885,94,0.4359,2
daniel07,2250,8,0,113,7,10,87,"HTML,C#,Python,JavaScript,Elixir",2.3219,JavaScript,0,0.358,0.056,0.456,51,0.321,1.53,4.2143,-0.0448,6.16,0,1,0,0,101,34,0.2994,0
dev_6421,926,240,29,11,11,14,10,"Shell,Go",1.0,Shell,6,0.634,0.393,0.112,5,0.256,1.41,0.215,0.1519,2.54,0,0,0,0,176,32,0.1699,0
dev_7771,1539,4352,230,40,270,75,810,"CSS,Lua,R,PHP,Rust,Go,HTML,C#,Kotlin,C,Haskell,TypeScript,Shell,JavaScript,Swift",3.9069,PHP,9,0.774,0.682,0.771,52,1.0,3.61,5.9507,-0.135,4.21,1,1,0,98,1674,108,0.6105,2
stacy2,3035,3351,292,50,241,129,18,"Lua,R,PHP,C++,Ruby,Julia,C#,Kotlin,Python,Java,Elixir",3.4594,Ruby,10,0.347,0.084,0.588,38,0.52,2.46,10.6917,-0.0521,8.31,1,0,1,127,1179,69,0.4205,2
freemanelizabeth,3854,1736,71,100,37,21,281,"Scala,CSS,PHP,C++,Rust,Ruby,JavaScript,SQL,TypeScript,Shell,Java,Elixir",3.585,TypeScript,10,0.718,0.359,0.493,56,0.808,3.14,4.9266,-0.1635,10.55,0,1,1,0,397,53,0.4629,2
melody48,1453,1971,429,29,21,41,224,"CSS,R,C++,Rust,Ruby,Julia,Java,Dart,C,SQL,JavaScript,Elixir",3.585,Ruby,8,0.912,0.06,0.0,78,0.807,3.17,2.9761,0.1587,3.98,1,0,1,91,917,35,0.4246,2
amber00,3904,30401,4467,23,165,36,183,"CSS,Lua,PHP,C++,Rust,Ruby,Julia,Dart,C,Kotlin,SQL,TypeScript,Shell,Elixir",3.8074,CSS,13,0.872,0.545,0.786,68,0.651,4.07,10.2743,-0.0106,10.69,1,1,1,95,319,93,0.5971,2
donna46,4043,375,32,49,49,16,4,"Scala,HTML,R,Dart,C#,TypeScript,Shell,JavaScript,Swift",3.1699,Scala,17,0.759,0.327,0.536,58,0.632,2.31,4.0535,-0.0062,11.07,0,1,1,0,404,30,0.4208,1
dev_3885,3776,2207,94,207,1101,1008,204,"SQL,Scala,HTML,Rust,C++,Ruby,Dart,C#,C,Kotlin,Haskell,TypeScript,Elixir",3.7004,Haskell,8,0.702,0.77,0.33,65,1.0,3.85,4.6531,-0.1825,10.34,1,0,0,139,12616,50,0.5387,2
ethomas,438,506,54,4,16,10,60,"HTML,Haskell,C++,C#,Elixir,SQL,Swift",2.8074,HTML,12,0.485,0.324,0.063,42,0.403,2.36,2.8702,0.0556,1.2,0,1,0,0,155,26,0.3044,1
mark69,3427,5102,558,45,333,458,228,"HTML,PHP,C#,C,Kotlin,TypeScript",2.585,PHP,15,0.834,0.624,0.598,68,0.551,4.98,4.568,0.0449,9.38,1,1,1,15,700,80,0.4716,2
rhonda26,1122,126,32,45,15,15,165,"Lua,Haskell,Rust,C++,PHP,SQL,Shell,Java,Swift",3.1699,Haskell,3,0.857,0.0,0.192,66,0.567,1.28,-1.5804,0.1048,3.07,0,1,0,0,12,94,0.2931,0
wmyers,1471,16,0,3,11,2,45,"Lua,Julia,Java,C,Go,Swift",2.585,Java,1,0.379,0.0,0.095,33,0.374,0.7,-0.6205,0.17,4.03,0,0,1,0,20,63,0.1675,0
carl96,3971,72,11,34,6,11,94,"Ruby,SQL,C++,Kotlin",2.0,C++,9,0.405,0.0,0.201,9,0.525,1.36,3.6321,0.0477,10.87,1,0,0,69,221,56,0.2489,1
dev_628,5843,19824,176,17,579,686,238,"SQL,HTML,PHP,C++,Go,Ruby,Julia,Haskell,Java,Swift",3.3219,C++,11,0.564,0.888,0.989,55,0.908,3.62,4.0485,-0.0471,16.0,1,1,0,122,3548,88,0.5918,2
cynthia54,4177,249,10,60,156,245,182,"R,C++,Ruby,Julia,Dart,C#,Kotlin,TypeScript,Go,Elixir",3.3219,TypeScript,7,1.0,0.614,0.932,55,0.635,3.04,5.8831,0.0784,11.44,1,1,1,58,634,0,0.4474,2
meadowsjeffrey,2391,81,23,14,56,40,158,"Scala,Lua,Julia,JavaScript,Java,Go",2.585,JavaScript,5,0.806,0.537,0.357,56,0.662,1.85,2.5342,0.0587,6.55,1,0,1,126,532,69,0.3097,1
sanchezkrista,3715,1401,98,104,122,21,2453,"Scala,Swift,HTML,PHP,R,Kotlin,C,Haskell,Shell,Java,Elixir",3.4594,Java,7,0.871,0.86,0.382,85,0.864,2.87,6.8343,-0.0002,10.17,1,1,0,94,1056,143,0.4916,2
dev_9376,2503,748,8,211,24,30,21,"CSS,Scala,HTML,Haskell,Swift,Ruby,Python,SQL,TypeScript,Go,Elixir",3.4594,SQL,13,0.536,0.784,0.543,20,0.736,2.35,7.0925,0.0504,6.85,1,1,1,110,889,93,0.454,2
dev_4857,1343,204,5,2,4,2,40,HTML,0.0,HTML,1,0.319,0.319,0.71,39,0.178,1.09,-2.029,0.0707,3.68,0,0,0,0,59,25,0.1535,0
april33,1301,519,75,30,4,6,54,"Kotlin,R,Rust,Elixir",2.0,Elixir,11,0.498,0.428,0.339,64,0.883,2.28,1.7395,0.1305,3.56,1,1,0,12,82,101,0.3481,2
nclark,2703,519,128,26,51,24,25,"CSS,Scala,HTML,Java,Swift",2.3219,Java,10,0.95,0.547,0.393,81,0.422,1.62,-0.7362,0.0721,7.4,0,0,0,0,4028,13,0.3197,2
troy18,2977,4368,1096,234,806,1035,2430,"SQL,CSS,Lua,Scala,R,Dart,C,Haskell,JavaScript",3.1699,JavaScript,17,0.755,0.469,0.916,80,0.379,3.9,6.236,-0.1176,8.15,0,0,1,0,13087,102,0.4799,2
dariusdavis,1044,36,5,19,0,0,4,"C,Kotlin",1.0,Kotlin,1,0.534,0.318,0.0,11,0.257,0.66,-6.798,0.1924,2.86,0,1,0,0,32,54,0.1069,0
tonyabrowning,798,174,4,2,1,1,6,"Lua,R,C#,Rust",2.0,Lua,6,0.192,0.171,0.282,29,0.684,1.49,-1.1826,0.0844,2.18,0,0,0,0,9,28,0.2152,0
dev_2457,2020,16,0,3,0,0,78,PHP,0.0,PHP,0,0.296,0.286,0.408,3,0.498,1.13,1.3593,0.0814,5.53,0,0,0,0,8,7,0.1716,0
mitchell00,1278,33,8,7,18,38,407,"Scala,CSS,Lua,PHP,R,Rust,C++,Ruby,Java,Kotlin,C,SQL,JavaScript,Elixir",3.8074,SQL,10,0.608,0.121,0.642,25,0.266,2.05,-0.849,0.1486,3.5,1,0,1,80,299,39,0.3457,1
scott96,3277,305,27,24,22,27,2269,"CSS,Swift,R,C++,Ruby,Java,C,Kotlin,Python,SQL,JavaScript,Elixir",3.585,C,11,1.0,0.615,0.654,48,0.54,2.91,9.2268,0.0882,8.97,1,0,0,39,244,82,0.579,2
dev_6678,688,283,65,3,14,1,0,"Dart,Python,Kotlin,SQL,TypeScript,JavaScript",2.585,Python,4,0.0,0.249,0.0,3,0.354,0.64,-3.6118,0.0741,1.88,1,0,0,51,9,30,0.2004,0
lynn28,2219,158,36,44,70,23,9,"Scala,R,Rust,C++,Ruby,C,Haskell,TypeScript,Shell,Elixir",3.3219,Scala,9,0.346,0.841,0.546,20,0.713,3.48,1.9365,0.1545,6.08,0,0,0,0,28,58,0.4553,1
joseph37,1498,27,1,13,1,0,54,Julia,0.0,Julia,1,0.274,0.292,0.044,14,0.156,3.18,-4.2076,-0.0019,4.1,0,0,1,0,10,20,0.1341,0
jonestammy,3197,4590,912,225,98,47,1312,"Scala,Lua,CSS,Rust,C++,Kotlin,C,Elixir,Go,Swift",3.3219,Rust,9,0.685,0.356,0.745,100,0.945,2.74,-1.6128,-0.2013,8.75,0,0,1,0,4038,67,0.4533,1
dev_7768,2721,584,129,5,17,19,18,"CSS,Lua,R,C++,Rust,Ruby,Julia,C,Kotlin,TypeScript,Java",3.4594,CSS,5,0.273,0.727,0.628,79,0.467,1.76,1.0235,0.114,7.45,0,0,0,0,158,64,0.3316,1
dev_3593,2945,235,65,64,7,0,33,"R,Rust,Dart,Python,Haskell",2.3219,Python,10,0.914,0.0,0.233,19,0.305,1.75,-1.5452,0.1266,8.06,1,0,0,29,47,34,0.296,2
smithalexander,1403,162,10,1,1,0,4,"R,C++,Dart,C#,JavaScript,Swift",2.585,R,3,0.296,0.196,0.465,10,0.133,1.35,4.961,0.0358,3.84,1,0,1,88,6,0,0.222,0
richard30,1239,4599,161,28,115,10,156,"SQL,Shell,Swift",1.585,Shell,6,0.561,0.043,0.596,54,0.738,2.48,-1.1968,0.0924,3.39,1,0,1,45,165,46,0.2767,0
jonathan9,145,69,4,16,3,2,13,Python,0.0,Python,2,0.0,0.0,0.525,9,1.0,1.71,0.2286,0.1069,0.4,1,0,1,116,30,0,0.1446,0
dev_5033,680,31,6,15,1,1,2,Go,0.0,Go,0,0.146,0.155,0.043,28,0.058,0.78,0.0035,0.2407,1.86,1,1,1,68,12,4,0.063,0
dev_580,473,19,4,31,2,1,35,"Scala,Elixir",1.0,Scala,0,0.244,0.0,0.0,36,0.399,0.5,1.7212,0.1301,1.3,0,1,0,0,12,23,0.1557,0
diane91,3930,3369,493,139,51,68,116,"Swift,Haskell,Go,PHP,Ruby,Kotlin,C,SQL,TypeScript,Java,Elixir",3.4594,Haskell,4,0.727,0.604,0.347,59,1.0,2.18,5.4964,-0.1178,10.76,1,0,1,63,482,74,0.5162,2
robertrose,954,170,42,6,17,5,6,TypeScript,0.0,TypeScript,3,0.0,0.0,0.038,21,0.222,0.53,2.7589,0.228,2.61,0,0,1,0,12,13,0.0955,0
dev_4288,30,52,3,5,12,14,36,"CSS,PHP,Ruby,Dart,C#,Swift",2.585,PHP,4,0.346,0.481,0.196,11,0.325,0.85,-0.8385,0.0479,0.1,0,0,0,0,10,50,0.2608,0
alexandria12,3364,2486,540,142,70,84,83,"Scala,Lua,PHP,Julia,JavaScript,Dart,SQL,TypeScript,Shell,Go,Swift",3.4594,Scala,6,0.702,0.77,0.378,52,0.704,3.29,0.8479,0.0055,9.21,0,0,0,0,497,51,0.435,2
julie59,391,34,3,8,1,0,107,Dart,0.0,Dart,0,0.167,0.0,0.11,23,0.217,1.62,3.5154,0.105,1.07,0,0,1,0,270,34,0.131,0
hoffmanjacob,2574,288,54,39,13,4,453,"Scala,C++,Go,Python,Shell,JavaScript,Swift",2.8074,Python,6,0.344,0.359,0.194,57,0.674,1.52,-1.1581,0.1525,7.05,1,0,0,39,837,18,0.2687,1
henry66,2444,11553,105,71,133,280,664,"SQL,Scala,Lua,R,PHP,C++,Rust,Julia,JavaScript,C#,Kotlin,Haskell,TypeScript,Go,Elixir",3.9069,C++,7,0.812,0.738,0.612,60,1.0,3.72,4.1734,-0.2036,6.69,0,1,1,0,789,75,0.6817,2
ypope,2559,59,1,57,23,20,171,"Scala,HTML,Ruby,Dart,Haskell,Shell",2.585,Shell,2,0.608,0.457,0.0,42,0.623,2.53,4.0204,0.0909,7.01,1,0,0,114,1038,0,0.3327,1
edward10,1012,254,30,35,114,39,64,"Lua,HTML,R,Rust,C++,Julia,Dart,C,Haskell,TypeScript,Go",3.4594,TypeScript,3,0.433,0.874,0.574,75,0.438,1.66,3.5681,0.01,2.77,1,0,1,40,197,64,0.4268,1
stacymcintyre,1063,142,9,18,9,8,371,"Ruby,Haskell,Lua",1.585,Lua,4,0.0,0.301,0.358,13,0.614,0.71,-3.7839,0.1803,2.91,1,0,1,100,10,57,0.133,0
dev_5234,3780,7907,976,78,881,276,233,"CSS,PHP,C++,Ruby,Julia,C#,Kotlin,Python,SQL,JavaScript",3.3219,Julia,5,0.731,0.925,0.684,75,0.486,2.54,4.5354,-0.0717,10.35,0,1,1,0,779,63,0.4676,2
dev_853,2866,948,221,85,49,36,9,"Scala,Lua,CSS,PHP,Julia,Dart,Python,Kotlin,Haskell,TypeScript,Java",3.4594,TypeScript,10,0.733,0.739,0.891,40,0.941,3.61,2.1915,-0.1395,7.85,0,1,0,0,139,27,0.5342,2
davisalexandra,3874,8252,1243,152,25,19,229,"Scala,Lua,HTML,PHP,Go,Dart,C#,Python,JavaScript",3.1699,HTML,13,1.0,0.808,0.79,68,0.387,2.88,5.9789,-0.0738,10.61,1,0,1,28,1368,51,0.4986,1
phillip90,1483,20,0,1,1,0,238,C#,0.0,C#,5,0.376,0.296,0.225,20,0.01,2.28,4.1037,0.0735,4.06,1,0,1,102,64,54,0.1267,1
dev_5987,2483,35000,870,30,107,23,210,"Lua,C++,Julia,JavaScript,Dart,C,Python,Haskell,TypeScript,Shell,Java,Elixir",3.585,Java,7,0.423,0.815,1.0,70,1.0,2.15,5.7505,0.0275,6.8,0,1,0,0,889,83,0.595,2
dev_2677,831,28,3,2,6,2,141,"SQL,Lua,Java,Dart,Haskell,Shell,Go",2.8074,Dart,0,0.269,0.027,0.0,21,0.203,0.94,-3.4059,0.2385,2.28,0,0,0,0,289,19,0.1716,0
abigail24,2568,427,42,16,57,17,93,"R,Shell,Kotlin",1.585,R,3,0.721,0.0,0.448,39,0.502,3.11,-2.3024,-0.0429,7.03,0,0,1,0,609,61,0.2633,1
dana35,30,16,1,3,5,3,46,"R,Kotlin",1.0,Kotlin,0,0.0,0.661,0.0,77,0.49,1.74,-5.472,0.1901,0.1,0,0,0,0,174,0,0.1793,0
dev_2121,1752,24,5,14,1,0,93,Kotlin,0.0,Kotlin,0,0.397,0.271,0.003,45,0.33,2.0,2.0752,0.0299,4.8,1,1,0,86,62,0,0.1476,0
dev_4551,2396,550,123,27,55,33,50,"Dart,R",1.0,Dart,0,0.163,0.13,0.11,55,0.417,3.41,5.7889,-0.0181,6.56,1,1,0,63,80,39,0.1929,0
benjamin68,2680,351,18,40,31,5,66,"CSS,Haskell,Ruby,Dart,C#,SQL,TypeScript,Java,Elixir",3.1699,Haskell,8,0.513,0.758,0.45,46,0.438,2.6,4.3578,0.0181,7.34,0,0,0,0,88,46,0.4103,1
dev_4420,3921,6321,253,63,918,966,698,"Lua,R,PHP,Rust,Go,Julia,C,Elixir,Haskell,Shell,JavaScript,Swift",3.585,Rust,10,0.864,0.449,0.801,78,1.0,4.09,3.5288,-0.0994,10.74,1,1,1,81,7066,76,0.539,2
dev_7109,3631,385,73,34,23,4,26,"Scala,Lua,R,Go,Julia,C#,TypeScript,Java",3.0,Java,4,0.934,0.692,0.403,83,0.519,2.91,8.4588,-0.1024,9.94,1,1,0,39,538,63,0.3984,2
dev_4921,30,4,0,8,0,0,1,Go,0.0,Go,0,0.0,0.0,0.0,9,0.348,0.5,0.7364,0.0881,0.1,0,0,1,0,27,27,0.075,0
dev_5446,773,166,5,19,26,12,25,"HTML,Go,R",1.585,Go,5,0.268,0.132,0.011,3,0.178,1.51,-4.985,0.2752,2.12,0,0,0,0,44,0,0.187,0
grahamcarly,694,4,0,5,16,21,89,"CSS,C#",1.0,CSS,0,0.0,0.0,0.0,41,0.694,1.5,0.0848,0.1166,1.9,0,1,0,0,5,55,0.1358,0
wellsjoy,1502,172,13,90,54,88,22,"CSS,R,HTML,Rust,Ruby,Julia,Dart",2.8074,Rust,13,0.661,0.758,0.357,51,0.816,3.45,2.5844,-0.1364,4.11,1,1,0,35,737,35,0.4546,1
shannon94,2853,3804,7,15,513,1075,517,"SQL,HTML,PHP,Julia,Dart,Haskell,TypeScript,Java,Swift",3.1699,Haskell,16,0.757,0.712,0.774,50,1.0,3.91,11.932,-0.0432,7.81,0,0,1,0,1596,80,0.6075,1
carlos64,1870,404,79,54,130,32,89,"Scala,Lua,Swift,PHP,CSS,C++,HTML,JavaScript,C,Python,Haskell,Go,Elixir",3.7004,Swift,10,0.946,0.514,0.519,78,0.558,3.54,6.0684,-0.1049,5.12,1,0,0,68,451,63,0.48,2
dev_1356,1559,345,38,8,66,93,195,"Scala,C++,Rust,Java,Kotlin,C,SQL,Shell,JavaScript,Elixir",3.3219,Kotlin,8,0.425,0.164,0.954,37,0.502,1.99,-0.7168,-0.2144,4.27,0,0,1,0,86,0,0.3848,1
sarah46,2610,1534,161,259,720,21,926,"Scala,CSS,HTML,PHP,Rust,C++,C#,Kotlin,Python,SQL,TypeScript,Shell,JavaScript,Swift",3.8074,C#,16,1.0,0.683,0.58,50,0.546,2.09,5.8514,-0.0949,7.15,1,0,0,57,4030,94,0.4679,2
michael29,4290,1336,288,98,103,139,139,"CSS,PHP,Julia,Dart,C#,C,Kotlin,SQL,TypeScript,Java,Elixir",3.4594,C#,10,1.0,0.937,0.843,94,0.804,3.37,5.5136,-0.1886,11.75,1,0,1,85,6422,75,0.5436,2
mwolfe,2539,480,61,16,714,671,56,"CSS,Lua,R,Rust,Java,Python,Shell,JavaScript",3.0,Python,4,0.781,0.192,0.551,73,0.351,2.42,3.4198,0.0984,6.95,1,1,1,103,1487,59,0.3272,1
dev_1841,446,30,2,1,0,0,24,JavaScript,0.0,JavaScript,2,0.166,0.241,0.0,36,0.215,0.5,-3.704,0.2102,1.22,1,0,0,132,5,47,0.1164,1
doris99,1154,1564,143,4,68,52,32,"CSS,Scala,Rust,C++,Ruby,Julia,Kotlin,Elixir",3.0,Julia,3,0.459,0.26,0.063,55,0.551,3.48,1.3518,0.0649,3.16,0,0,0,0,745,21,0.3241,1
jennifer19,2231,136,21,14,16,13,28,"CSS,Scala,Lua,Haskell,C++,SQL,TypeScript",2.8074,TypeScript,6,1.0,0.114,0.095,32,0.306,2.96,7.1809,0.0071,6.11,0,1,1,0,109,64,0.3667,2
jennifer15,1913,887,162,9,160,227,220,"Scala,HTML,R,Ruby,C#,C,Haskell,TypeScript,Shell,Go",3.3219,Ruby,6,0.48,0.521,0.586,52,0.617,2.62,5.5115,0.1058,5.24,1,0,1,79,24,4,0.3959,1
wayne18,30,34,6,24,15,26,59,"Lua,Dart,C#,C,Python,Haskell,TypeScript",2.8074,Dart,7,0.262,0.0,0.319,58,0.541,2.65,-0.7905,0.1278,0.1,1,0,1,106,20,60,0.2437,1
dev_935,881,169,6,22,95,74,24,"CSS,Swift",1.0,CSS,2,0.352,0.113,0.396,8,0.239,0.5,-1.5925,0.1951,2.41,0,0,0,0,42,46,0.169,0
heather50,3208,864,47,47,101,48,421,"HTML,Ruby,Julia,Kotlin,JavaScript",2.3219,Ruby,9,0.837,0.935,0.623,73,1.0,2.77,2.2202,-0.2254,8.78,1,0,0,91,15508,91,0.4798,2
jhuang,2190,991,92,18,169,164,451,"Scala,PHP,Rust,Haskell,Dart,Kotlin,SQL,Java",3.0,Dart,12,0.528,0.634,0.613,56,0.845,3.45,5.563,0.1247,6.0,1,1,0,31,814,58,0.4346,2
dev_7026,30,13,1,5,0,0,6,Shell,0.0,Shell,0,0.0,0.214,0.0,14,0.484,0.97,-6.3297,0.2675,0.1,1,0,0,59,82,7,0.0736,0
dev_8509,2655,454,10,15,26,22,57,"Scala,PHP,C++,Haskell,Julia,C,SQL,Swift",3.0,SQL,5,1.0,0.63,0.546,31,0.837,2.46,8.9287,-0.0635,7.27,1,1,1,70,169,95,0.4592,2
garciajoel,3010,188,32,132,341,73,11,"CSS,Scala,HTML,Dart,TypeScript,JavaScript,Elixir",2.8074,CSS,4,0.973,0.523,0.427,73,0.666,2.25,0.7239,-0.1498,8.24,0,0,0,0,4897,31,0.4008,2
dev_3658,3024,1625,141,6,11,2,1183,"Lua,HTML,R,C++,Ruby,JavaScript,C#,C,Kotlin,SQL,TypeScript,Go",3.585,C#,11,0.484,0.807,0.421,43,0.099,3.62,3.8884,-0.0511,8.28,0,1,0,0,961,65,0.4092,1
dev_9393,587,7,0,1,0,0,12,Python,0.0,Python,0,0.421,0.04,0.156,3,0.212,1.54,-1.6051,0.1025,1.61,0,1,0,0,13,26,0.0702,0
dev_5423,1289,107,4,5,7,5,3,"R,PHP,C++,Python,TypeScript,Swift",2.585,Python,3,0.73,0.311,0.332,20,0.364,1.96,2.9604,0.0208,3.53,1,1,0,135,255,38,0.2602,0
robertscolleen,1877,1024,198,172,6,5,182,"Dart,Shell,C++",1.585,C++,8,0.11,0.571,0.345,46,0.626,1.13,4.1399,0.0563,5.14,0,0,1,0,2142,103,0.3226,1
