developer_id,account_age_days,total_commits,commits_last_90d,total_repos,pull_requests_merged,issues_closed,stars_received,languages_used,language_entropy,primary_language,framework_count,has_readme_pct,has_tests_pct,has_ci_pct,commit_message_avg_len,fork_to_original_ratio,languages_per_repo_avg,commit_trend_slope,activity_decay_lambda,years_active,has_bio,has_company,has_location,bio_length,avg_repo_size_kb,avg_repo_description_len,developer_dna_score,developer_tier,primary_language_encoded
wiseelizabeth,458,28.0,3,5,45.0,38.0,30.0,"PHP,Rust,C++,C,TypeScript,Shell,JavaScript",2.8074,C++,7,0.234,0.0,0.0,3,0.244,0.63,-0.9218,0.0794,1.25,1,0,1,99,30,0,0.203,0,2
ellisdavid,30,67.0,2,9,34.0,33.0,238.0,"Scala,CSS,R,Julia,C#,Kotlin,Python,Elixir,TypeScript,Swift",3.3219,C#,5,0.268,0.192,0.328,24,0.626,2.45,5.2023,0.1821,0.1,1,0,1,126,156,7,0.3297,1,1
dev_7253,1211,301.0,39,69,4.0,4.0,277.0,"HTML,C++,Kotlin,Shell,JavaScript,Elixir",2.585,Kotlin,13,0.553,0.336,0.556,31,0.44,2.97,2.0898,0.0895,3.32,0,1,1,0,2084,89,0.3189,2,12
ricky71,2190,1968.0,412,12,50.0,23.0,119.0,"Lua,R,Go,Ruby,Java,Dart,C#,Python,Kotlin,SQL,TypeScript,Shell,JavaScript,Swift",3.8074,JavaScript,12,0.7,0.554,0.544,71,0.44,2.27,4.1293,-0.3,6.0,1,0,1,71,2509,23,0.4745,2,10
randallanna,1413,57.0,6,2,0.0,0.0,17.0,"Julia,Python,Rust,Go",2.0,Go,0,0.619,0.379,0.141,12,0.454,0.5,1.9496,0.0663,3.87,0,0,0,0,249,61,0.2549,0,6
julia81,2331,338.0,21,261,107.0,6.0,370.0,"Scala,Lua,HTML,PHP,C++,R,Swift,Ruby,Rust,C#,Shell,JavaScript,Elixir",3.7004,Scala,12,0.92,0.853,0.653,33,0.883,3.23,4.1121,-0.1954,6.38,1,1,1,115,618,57,0.5476,2,20
antonio26,3150,16760.0,1812,39,83.0,194.0,830.0,"SQL,CSS,Lua,R,PHP,C++,Rust,Ruby,JavaScript,Dart,Python,C,Kotlin,Haskell,TypeScript,Shell,Java,Elixir",4.1699,PHP,12,1.0,0.821,0.579,58,0.305,2.78,8.1158,-0.1534,8.62,1,1,1,73,8856,47,0.6039,2,14
christopher5,3585,1295.0,172,122,75.0,24.0,179.0,"HTML,PHP,Kotlin,Python,TypeScript,Shell,Go,Swift",3.0,Python,5,0.696,0.34,0.253,26,0.75,3.34,2.1465,0.0874,9.82,1,0,0,77,324,70,0.3375,1,15
dev_3769,2114,119.0,25,24,39.0,63.0,174.0,"C++,Ruby,JavaScript,Python,Shell,Java",2.585,C++,5,0.692,0.243,0.715,52,0.599,1.79,4.6382,0.0978,5.79,1,1,0,53,226,54,0.3998,1,2
boyerpedro,2526,408.0,62,29,206.0,184.0,1738.0,"CSS,R,Haskell,Go,Kotlin,SQL,TypeScript,Shell,Java,Swift",3.3219,Haskell,16,0.92,0.992,0.928,46,0.985,3.52,6.7392,0.0462,6.92,1,1,1,136,501,138,0.5507,2,8
jennifer37,2698,122.0,20,22,87.0,130.0,122.0,"Lua,Ruby,JavaScript,Python,Kotlin,Elixir,SQL,TypeScript,Go,Swift",3.3219,SQL,8,0.572,0.63,0.508,67,0.924,2.44,4.936,0.0832,7.39,0,1,0,0,499,66,0.4518,1,19
dev_5573,1834,271.0,10,32,9.0,3.0,9.0,"CSS,Python",1.0,Python,7,0.554,0.652,0.435,40,0.039,3.36,1.396,-0.1306,5.02,0,0,0,0,56,50,0.2522,1,15
dev_3086,906,1461.0,53,50,419.0,547.0,49.0,"Scala,HTML,Dart,Python,Shell,Swift",2.585,Swift,6,0.78,0.268,0.347,28,0.815,3.1,6.0437,-0.0716,2.48,0,1,1,0,104,21,0.435,2,22
diane68,2886,75.0,16,41,3.0,2.0,265.0,"SQL,Dart,C",1.585,SQL,8,0.577,0.267,0.089,44,0.613,1.94,-1.4355,0.1066,7.9,1,0,0,108,1368,27,0.19,1,19
qfreeman,1392,28.0,3,4,7.0,6.0,66.0,"Scala,Python,CSS",1.585,Scala,0,1.0,0.224,0.844,24,0.162,1.43,3.6144,0.1642,3.81,0,1,0,0,86,26,0.2886,0,20
sherri86,2457,872.0,143,39,124.0,98.0,1198.0,"Lua,Ruby,Julia,JavaScript,Python,SQL,TypeScript,Shell,Java",3.1699,TypeScript,8,0.282,0.575,0.589,38,0.346,3.36,-0.0003,-0.0082,6.73,1,1,1,53,153,57,0.3328,1,23
richard55,1717,2655.0,249,273,301.0,464.0,7303.400000000031,"HTML,R,Rust,Julia,TypeScript,Shell,JavaScript,Elixir",3.0,HTML,13,0.649,0.972,0.343,79,0.574,3.42,8.5469,-0.1419,4.7,1,1,0,35,728,36,0.4434,2,7
chriscain,4968,2302.0,496,289,157.0,29.0,1353.0,"Scala,Lua,Ruby,Julia,Kotlin,Python,Shell",2.8074,Julia,9,0.974,0.333,0.495,32,0.408,2.32,8.6767,-0.0359,13.6,1,0,0,38,1980,31,0.4024,2,11
david94,353,50.0,7,11,1.0,1.0,1.0,"Java,Swift",1.0,Swift,0,0.236,0.231,0.0,38,0.223,2.37,-1.5444,0.3089,0.97,0,0,0,0,26,5,0.1151,0,22
jennifer98,1196,1119.0,167,13,3.0,5.0,788.0,"Lua,Julia,C,Elixir,Shell,JavaScript,Swift",2.8074,Elixir,10,0.494,0.317,0.274,33,0.487,1.83,-6.8446,-0.0034,3.27,1,0,0,116,217,71,0.3059,1,5
timothy64,2347,47.0,2,15,0.0,0.0,19.0,"SQL,Java",1.0,Java,4,0.188,0.223,0.118,32,0.737,2.4,-2.9796,0.3175,6.43,1,1,0,125,33,45,0.1977,0,9
bradley55,2485,270.0,19,290,54.0,74.0,2138.0,"SQL,CSS,Lua,Scala,PHP,Rust,HTML,Julia,JavaScript,Dart,C#,Kotlin,C,Haskell,TypeScript,Go,Swift",4.0875,Go,9,0.693,0.521,0.609,48,0.937,3.62,3.2982,-0.1317,6.8,1,0,0,25,1665,76,0.5453,2,6
kurt80,3177,7114.0,550,99,46.0,34.0,20.0,"Scala,Lua,HTML,R,C++,Go,C#,C,Haskell,TypeScript,Java",3.4594,Java,8,0.506,0.372,0.792,52,0.816,3.08,4.4259,-0.0876,8.7,1,1,1,132,900,101,0.5116,2,9
shannon89,2234,106.0,35,45,57.0,39.0,158.0,"CSS,Kotlin,C++",1.585,Kotlin,1,0.409,0.07,0.108,3,0.342,1.99,1.3825,0.1856,6.12,0,0,0,0,71,68,0.1811,0,12
paulcook,2444,20.0,3,7,0.0,0.0,17.0,"Haskell,C++",1.0,C++,0,0.021,0.038,0.092,18,0.424,2.03,-3.5258,0.0467,6.69,0,0,0,0,22,0,0.1153,0,2
bradley30,1848,49.0,9,8,1.0,1.0,4.0,C,0.0,C,0,0.275,0.043,0.0,38,0.491,2.13,-5.5251,0.053,5.06,0,0,0,0,243,15,0.1103,0,0
andrew48,2293,555.0,50,53,13.0,9.0,408.0,"Lua,R,Rust,C++,Julia,C,SQL,TypeScript,Shell",3.1699,C,6,0.834,0.097,0.49,41,0.057,1.63,2.6926,0.0599,6.28,1,0,0,80,1026,65,0.3336,1,0
kimberly27,3187,1395.0,463,69,677.0,883.0,150.0,"SQL,CSS,PHP,Julia,Haskell,TypeScript,Shell,JavaScript,Elixir",3.1699,Haskell,11,0.879,0.489,0.75,36,0.554,3.34,2.1474,-0.1478,8.73,1,1,0,64,351,87,0.4373,2,8
dev_667,2151,63.0,9,11,23.0,19.0,18.0,"HTML,PHP,Julia,TypeScript,Shell,Swift",2.585,HTML,9,0.687,0.574,0.235,12,0.01,0.5,0.0745,0.1264,5.89,1,0,0,22,46,56,0.2139,1,7
victoria1,1700,262.0,7,15,67.0,77.0,692.0,"Scala,Lua,R,C#,Kotlin,Shell,Elixir",2.8074,C#,8,0.841,0.379,0.276,39,0.465,2.61,2.9895,-0.0371,4.65,1,0,1,114,1044,71,0.3439,1,1
jodi96,4190,3353.0,141,60,32.0,50.0,139.0,"CSS,Lua,PHP,Rust,Julia,Python,Kotlin,SQL,Go",3.1699,CSS,9,1.0,0.404,0.457,55,0.801,2.93,2.1963,-0.0209,11.47,1,1,0,86,463,88,0.3968,2,3
dev_1263,30,408.0,29,16,79.0,40.0,84.0,"Haskell,Rust",1.0,Rust,5,0.551,0.383,0.567,33,0.425,1.81,2.5865,0.1723,0.1,1,1,0,10,142,0,0.2313,1,18
fjohnson,1925,883.0,17,17,72.0,75.0,137.0,"Scala,Lua,C++,Go,Julia,C#,C,Haskell,Shell,Java,Elixir",3.4594,Haskell,7,0.246,0.231,0.153,36,0.405,1.46,4.5329,0.1331,5.27,0,1,0,0,217,27,0.3483,1,8
victoria37,30,65.0,13,5,1.0,2.0,3.0,"Julia,HTML,PHP",1.585,PHP,0,0.252,0.11,0.0,3,0.01,0.74,-1.0405,0.1309,0.1,1,0,0,33,5,26,0.0844,0,14
douglas80,4776,1601.0,38,194,161.0,31.0,105.0,"Scala,Lua,PHP,Ruby,Julia,Kotlin,C,Python,SQL,TypeScript,Elixir",3.4594,Elixir,17,0.9,0.965,0.402,39,0.582,3.92,4.9367,-0.0639,13.08,0,0,0,0,7438,130,0.5566,2,5
dev_5679,2238,723.0,106,48,18.0,10.0,27.0,"Scala,Lua,HTML,PHP,Rust,C++,Dart,C,Python,TypeScript,Elixir",3.4594,C,7,0.933,0.598,0.248,32,0.52,2.37,1.1187,0.1016,6.13,1,1,1,25,90,1,0.4142,1,0
christophersmall,2523,263.0,54,25,6.0,6.0,282.0,"HTML,R,Rust,Go,Dart,Haskell,TypeScript,JavaScript,Elixir",3.1699,Rust,9,0.938,0.767,0.714,51,0.577,2.67,1.0697,-0.0119,6.91,1,0,0,58,2692,69,0.456,1,18
collin9,599,729.0,127,6,9.0,9.0,7.0,Julia,0.0,Julia,3,0.21,0.319,0.125,36,0.432,0.5,-0.3859,0.1307,1.64,1,1,0,37,18,72,0.0719,0,11
hunterpaul,708,362.0,52,9,4.0,6.0,41.0,"R,Ruby,Haskell,JavaScript,Swift",2.3219,JavaScript,0,0.492,0.448,0.336,38,0.766,2.12,4.1193,0.1705,1.94,0,1,0,0,170,0,0.3049,0,10
carla90,723,142.0,31,5,58.0,28.0,84.0,"Scala,R,C#",1.585,C#,11,1.0,0.554,0.144,33,0.025,2.87,1.4282,0.0585,1.98,1,0,1,27,258,41,0.29,1,1
stacytaylor,3559,6509.0,537,66,757.0,380.0,774.0,"CSS,HTML,Haskell,PHP,Ruby,Julia,Dart,Kotlin,C,Python,SQL,TypeScript,Shell,Java",3.8074,PHP,12,0.488,0.816,0.69,63,0.849,3.91,-1.0544,-0.1369,9.74,1,1,1,39,6198,33,0.4517,2,14
jshepherd,793,30.0,4,30,6.0,2.0,25.0,"Lua,C",1.0,C,1,0.454,0.0,0.052,18,0.534,3.1,-6.6703,0.1186,2.17,0,0,0,0,1678,0,0.1528,0,0
rebekahcruz,1734,103.0,9,46,45.0,45.0,771.0,"Lua,HTML,Julia,C#,Kotlin,Swift",2.585,HTML,6,0.353,0.41,0.366,47,0.547,2.25,-0.2072,0.1242,4.75,0,1,1,0,55,66,0.3087,0,7
dev_8513,2573,2301.0,309,757,10.0,6.0,62.0,"PHP,C++,Python,TypeScript,Shell",2.3219,Python,11,0.838,0.591,0.228,71,0.419,3.69,7.4366,-0.0387,7.04,1,0,1,88,481,91,0.4429,2,15
nicholas07,4132,22118.350000000006,3291,172,700.0,393.0,3658.0,"SQL,Scala,Lua,C++,Ruby,Julia,Kotlin,Haskell,TypeScript,Shell,Swift",3.4594,Kotlin,17,0.696,0.821,1.0,101,0.983,4.26,8.8828,-0.1839,11.31,1,1,1,93,10546,124,0.6809,2,12
lblack,2321,1374.0,314,47,3.0,2.0,1422.0,"Scala,Lua,Swift,HTML,Rust,C++,Ruby,Julia,JavaScript,Dart,C#,Python,Kotlin,Haskell,Java,Elixir",4.0,Ruby,9,0.693,0.463,0.417,71,0.596,2.46,5.5793,-0.0255,6.35,1,0,1,53,7562,94,0.4802,2,17
austin23,30,36.0,1,3,1.0,3.0,23.0,CSS,0.0,CSS,1,0.0,0.153,0.0,19,0.047,2.3,-4.7505,0.1657,0.1,0,0,1,0,17,12,0.0594,0,3
rebecca6,2779,468.0,64,501,18.0,25.0,500.0,"PHP,C++,Dart,C,Python,TypeScript,Shell,Go,Elixir",3.1699,Shell,13,1.0,0.83,0.5,82,0.549,3.01,3.1642,-0.1202,7.61,0,0,0,0,316,97,0.4559,2,21
dev_9767,1556,429.0,92,11,119.0,16.0,290.0,"Python,Shell,Ruby,Kotlin",2.0,Shell,9,0.985,0.582,0.726,78,0.612,3.9,2.233,-0.1128,4.26,0,0,0,0,370,48,0.4298,1,21
dev_8279,3844,311.0,43,98,108.0,79.0,846.0,"Shell,Elixir",1.0,Shell,6,0.741,0.299,0.409,43,0.185,3.05,2.9411,-0.1041,10.52,0,0,0,0,453,52,0.3218,1,21
stephaniediaz,3354,442.0,116,36,5.0,4.0,129.0,"PHP,C++,C#,TypeScript,Shell,JavaScript,Swift",2.8074,C++,9,1.0,0.426,0.756,54,0.897,2.56,0.328,0.1677,9.18,0,1,1,0,1014,63,0.4246,2,2
tamara60,1419,64.0,1,3,7.0,3.0,475.0,Elixir,0.0,Elixir,2,0.238,0.408,0.283,63,0.74,1.79,-3.161,0.1329,3.89,0,0,0,0,66,39,0.1705,0,5
dennis56,1330,2979.0,25,72,10.0,9.0,167.0,"R,PHP,C++,Ruby,Julia,C#,Kotlin,TypeScript",3.0,C++,4,0.593,0.37,0.392,68,0.461,4.17,11.1534,0.0037,3.64,1,0,0,63,930,55,0.3824,1,2
pamela71,4407,11192.0,143,158,42.0,32.0,773.0,"CSS,PHP,Julia,Java,Dart,C,Kotlin,SQL,Go,Elixir",3.3219,Dart,17,0.684,0.627,0.524,86,0.159,3.28,2.3283,-0.0739,12.07,1,0,1,107,299,130,0.4447,2,4
sara59,877,25.0,6,13,2.0,2.0,151.0,"HTML,Shell,Python",1.585,HTML,4,0.825,0.305,0.186,54,0.499,2.95,4.4318,0.1117,2.4,0,0,1,0,165,45,0.2336,1,7
dev_3232,3598,2822.0,232,48,763.0,453.0,26.0,"CSS,Rust,Julia,Kotlin,Haskell,TypeScript,Go,Elixir",3.0,Go,10,0.585,0.185,0.668,85,0.289,3.02,7.2109,-0.0033,9.85,0,0,0,0,228,105,0.4129,2,6
james09,30,32.0,1,11,54.0,8.0,15.0,"Ruby,Julia,Kotlin,Shell,JavaScript",2.3219,Ruby,0,0.283,0.0,0.658,39,0.172,1.63,-3.2713,0.0263,0.1,1,0,0,136,100,64,0.1745,0,17
danielharrell,3479,905.0,21,19,26.0,21.0,2018.0,"CSS,Lua,Ruby,Dart,Kotlin,Haskell",2.585,CSS,8,1.0,0.177,0.773,90,0.622,3.57,-2.8553,-0.055,9.52,1,1,1,116,2609,138,0.3582,1,3
garypowell,2429,241.0,24,14,97.0,59.0,19.0,"Lua,Kotlin,Python,Java,Swift",2.3219,Python,5,0.369,0.051,0.275,38,0.234,0.98,1.6772,0.3695,6.65,0,0,0,0,74,40,0.1741,0,15
angela38,2168,47.0,8,35,4.0,0.0,21.0,"Lua,PHP,C#,Java,Swift",2.3219,Swift,8,0.189,0.162,0.471,43,0.074,2.48,5.7083,0.0634,5.94,0,0,0,0,27,0,0.2742,0,22
thomas14,1688,62.0,7,7,116.0,146.0,130.0,"Scala,Julia,Dart,C#,Swift",2.3219,Scala,6,0.524,0.222,0.282,56,0.531,3.61,5.0955,0.0654,4.62,1,0,0,115,697,4,0.3164,1,20
dev_8076,4590,17338.0,2183,133,448.0,259.0,1356.0,"Scala,Lua,PHP,Rust,Julia,JavaScript,Kotlin,Python,Haskell,Go,Swift",3.4594,Scala,14,0.844,1.0,0.286,37,0.896,2.24,5.8116,-0.1607,12.57,1,0,0,76,1011,133,0.5969,2,20
krystal87,673,1338.0,169,45,31.0,32.0,20.0,"R,Java,Dart,C#,C,SQL,JavaScript",2.8074,R,10,0.582,0.731,0.388,53,0.571,1.51,4.3143,0.0072,1.84,1,1,1,68,275,97,0.4605,1,16
dominicjacobs,364,122.0,23,7,0.0,0.0,36.0,"Scala,R,PHP,C++,Julia,C,TypeScript,Java,Elixir",3.1699,Elixir,0,0.11,0.078,0.768,4,0.663,0.5,1.1962,0.1294,1.0,1,0,0,32,23,0,0.2598,0,5
joseph94,1039,22.0,2,1,1.0,0.0,49.0,Java,0.0,Java,0,0.275,0.0,0.375,49,0.087,1.75,-4.2048,0.1461,2.84,0,0,0,0,33,47,0.12,0,9
crystalmiller,2753,508.0,111,166,109.0,14.0,1566.0,"CSS,HTML,Haskell,Rust,Java,Dart,Python,SQL,Go,Elixir",3.3219,SQL,9,1.0,0.902,0.186,82,0.729,3.7,4.2439,-0.0486,7.54,0,1,0,0,509,105,0.4867,2,19
amber9,402,650.0,70,7,4.0,5.0,10.0,"Ruby,HTML,C++",1.585,HTML,1,0.434,0.303,0.174,60,0.548,3.01,0.9268,0.0243,1.1,1,1,0,44,237,26,0.2649,0,7
dev_5201,4417,1477.0,129,108,11.0,11.0,225.0,"CSS,Scala,R,Ruby,Julia,C#,C,SQL,TypeScript,Shell",3.3219,CSS,7,0.739,0.446,0.761,54,0.509,2.08,6.4771,0.0396,12.09,0,1,0,0,207,63,0.4022,2,3
kristinachandler,1398,263.0,16,371,6.0,9.0,253.0,"PHP,Rust,C++,Julia,C#,Java,Elixir",2.8074,Rust,9,0.563,0.467,0.33,38,0.613,2.31,-2.1053,0.1038,3.83,1,0,0,85,488,14,0.3172,1,18
jimmy74,812,133.0,8,7,1.0,0.0,16.0,Haskell,0.0,Haskell,7,0.111,0.422,0.242,28,0.237,0.78,-2.511,0.2801,2.22,0,0,0,0,5,9,0.1254,0,8
sandra63,30,26.0,5,8,36.0,0.0,35.0,"C,HTML,JavaScript,Dart",2.0,JavaScript,4,0.489,0.033,0.1,23,0.12,2.14,-8.0,0.0374,0.1,0,0,0,0,59,7,0.1905,0,10
robert63,1274,1087.0,1,38,106.0,129.0,12.0,"CSS,Julia,Kotlin,TypeScript,Shell",2.3219,Shell,9,0.415,0.199,0.692,46,0.533,1.51,0.8813,-0.0198,3.49,0,0,0,0,2430,95,0.2948,1,21
udiaz,1799,71.0,14,11,11.0,7.0,453.0,"Julia,TypeScript,R,Swift",2.0,Julia,9,0.465,0.688,0.0,10,0.352,2.87,-0.3581,0.0335,4.93,1,0,0,64,36,13,0.3262,0,11
thomasjessica,3936,246.0,30,131,35.0,7.0,326.0,"R,Haskell,Rust,HTML,C++,JavaScript,Java,C,Python,SQL,Shell,Go",3.585,SQL,5,0.669,0.413,0.733,17,0.878,2.22,2.9866,0.0367,10.78,1,0,1,114,261,49,0.4663,2,19
luke94,234,152.0,2,9,6.0,0.0,114.0,"R,Rust,Go,SQL,Java",2.3219,R,0,0.342,0.235,0.156,31,0.429,2.54,0.924,0.1248,0.64,0,0,0,0,24,27,0.229,1,16
karenyoung,3034,1713.0,405,146,313.0,76.0,144.0,"CSS,Swift,HTML,PHP,Go,R,Ruby,Julia,JavaScript,Dart,Kotlin,C,SQL,Shell,Java,Elixir",4.0,Go,12,1.0,0.912,0.598,74,0.821,3.82,4.6239,-0.2821,8.31,1,0,1,88,2730,76,0.5518,2,6
emily12,1602,2964.0,1,55,60.0,104.0,466.0,"Lua,R,PHP,Rust,Dart,Python,TypeScript",2.8074,R,12,1.0,0.028,0.24,39,0.786,3.27,5.147,0.0389,4.39,0,1,1,0,2783,67,0.4317,2,16
vmorrison,2235,1761.0,298,31,172.0,200.0,8.0,"R,Rust,Julia,Dart,C#,Haskell,TypeScript,Swift",3.0,Julia,10,0.983,0.523,0.553,53,0.691,1.78,1.6243,-0.2442,6.12,1,0,1,99,251,58,0.4446,2,11
pauljohnson,4429,12337.0,49,93,293.0,453.0,1032.0,"CSS,Lua,R,PHP,Rust,Haskell,Shell,JavaScript,Elixir",3.1699,Rust,12,0.719,0.967,0.566,89,1.0,3.58,7.6622,-0.1916,12.13,1,1,1,52,1627,79,0.6177,2,18
ashleydominguez,3751,17444.0,4,23,391.0,481.0,640.0,"Scala,HTML,PHP,R,Ruby,Julia,Python,C,Haskell,TypeScript,Shell,JavaScript",3.585,JavaScript,16,0.74,0.591,0.327,80,0.843,3.07,3.0603,-0.1508,10.27,1,1,1,135,274,37,0.5033,2,10
lori39,1137,1070.0,21,54,55.0,9.0,17.0,"Lua,R,PHP,Rust,Python,SQL,Java",2.8074,Rust,12,1.0,0.607,0.545,69,0.923,1.9,12.243,0.1262,3.11,1,0,1,120,13044,90,0.4338,1,18
monicajohnson,2150,9020.0,651,97,206.0,119.0,97.0,"Scala,Lua,HTML,Rust,SQL,TypeScript,Shell,JavaScript",3.0,Shell,10,0.886,0.309,1.0,50,0.508,3.01,-3.0888,-0.0516,5.89,1,1,1,13,1382,79,0.4918,2,21
anthony99,1350,30.0,2,10,5.0,3.0,7.0,"PHP,Rust,Julia,Dart,JavaScript",2.3219,JavaScript,0,0.508,0.276,0.492,16,0.669,1.72,-0.4251,0.0438,3.7,0,1,1,0,60,51,0.2674,0,10
dev_8295,2339,483.0,63,254,5.0,4.0,1115.0,"SQL,Lua,Rust,Dart,C#,Haskell,Shell,JavaScript,Elixir",3.1699,Lua,7,0.158,0.763,0.31,28,0.606,3.37,3.6763,-0.0245,6.4,0,1,0,0,177,55,0.3657,1,13
john32,2084,456.0,112,29,76.0,124.0,650.0,"Lua,Rust,C++,Ruby,Kotlin,C,SQL",2.8074,SQL,7,0.227,0.361,0.248,53,0.975,2.35,-1.4355,-0.0457,5.71,1,1,1,59,54,32,0.3548,2,19
kenneth95,160,17.0,3,8,1.0,0.0,6.0,TypeScript,0.0,TypeScript,0,0.0,0.542,0.021,20,0.072,1.39,0.5561,0.2808,0.44,0,0,0,0,10,22,0.0809,0,23
steven35,2856,19.0,5,19,4.0,4.0,4.0,Swift,0.0,Swift,1,0.204,0.168,0.047,3,0.321,0.89,2.8372,0.1532,7.82,0,0,0,0,5,49,0.0975,0,22
lbutler,745,55.0,0,25,4.0,2.0,320.0,"Scala,HTML,C++,Dart,Kotlin",2.3219,C++,3,0.409,0.726,0.448,13,0.434,2.54,4.0063,-0.0349,2.04,1,0,0,94,179,5,0.3786,0,2
susan72,1128,101.0,5,17,0.0,0.0,2.0,Haskell,0.0,Haskell,8,0.169,0.371,0.324,21,0.512,1.6,1.3066,0.0272,3.09,0,1,1,0,49,67,0.166,1,8
gvincent,206,11.0,2,3,4.0,4.0,3.0,"C,Python,Elixir",1.585,Python,3,0.384,0.109,0.004,3,0.01,1.02,-1.7125,0.1659,0.56,1,1,1,62,164,0,0.1326,1,15
emily26,1711,7896.0,1659,18,682.0,231.0,248.0,"PHP,C++,Ruby,Dart,C#,TypeScript",2.585,C++,3,0.985,0.018,0.0,55,0.462,2.57,2.0395,0.0763,4.68,1,0,0,72,777,97,0.3469,1,2
elizabeth90,2062,476.0,6,6,62.0,72.0,1140.0,"SQL,Scala,Lua,PHP,C++,Dart,Haskell,Java,Elixir",3.1699,Elixir,7,0.512,0.162,0.768,22,0.105,2.84,2.1505,0.0544,5.65,0,0,0,0,351,39,0.3157,1,5
dev_5194,3127,60.0,13,8,58.0,30.0,8.0,"Rust,C++,Julia,Dart,C#,SQL,Shell,Swift",3.0,Rust,5,0.574,0.319,0.564,17,0.624,2.96,-3.0103,-0.0113,8.56,1,1,0,37,59,6,0.3581,1,18
graceparsons,1978,7639.0,96,92,73.0,97.0,2092.0,"Lua,Haskell,C++,Rust,Ruby,Julia,Kotlin,C,Python,SQL,Go",3.4594,C,8,0.858,0.447,0.681,78,0.282,3.62,3.5995,-0.1479,5.42,1,0,0,53,11670,103,0.5045,2,0
susan28,2114,102.0,13,7,3.0,4.0,7303.400000000031,"HTML,Shell,PHP,JavaScript",2.0,Shell,4,0.0,0.095,0.0,48,0.88,1.17,0.3214,0.0476,5.79,0,0,0,0,1626,17,0.2334,1,21
sandra73,315,90.0,6,6,32.0,15.0,101.0,"Ruby,C,C++,Kotlin",2.0,Ruby,4,0.21,0.012,0.303,40,0.456,2.79,1.4774,0.1207,0.86,1,0,0,83,928,72,0.2275,1,17
dev_7217,2953,37.0,8,72,91.0,106.0,47.0,"Scala,Go,Ruby,Dart,SQL,JavaScript,Elixir",2.8074,SQL,5,1.0,0.322,0.234,34,0.335,2.67,-0.1153,0.0335,8.08,1,1,0,44,53,80,0.2735,1,19
toniknight,30,16.0,0,7,1.0,0.0,5.0,Julia,0.0,Julia,0,0.0,0.141,0.325,3,0.01,0.81,1.694,0.2105,0.1,0,0,0,0,50,56,0.0072,0,11
kristenbryant,3576,1653.0,247,257,1780.0,396.0,511.0,"CSS,Swift,Lua,Scala,C++,HTML,R,Ruby,Go,Kotlin,Python,SQL,Java,Elixir",3.8074,CSS,13,0.934,0.806,0.649,73,0.643,2.95,4.4478,-0.1321,9.79,1,1,0,60,145,71,0.5625,2,3
richarddaniels,2325,194.0,13,75,3.0,0.0,14.0,"Scala,Lua,C++,JavaScript,Haskell,Go",2.585,Scala,1,0.86,0.434,0.458,75,0.411,2.67,3.2995,0.1882,6.37,0,0,0,0,286,24,0.3027,1,20
dev_3886,2626,1269.0,9,34,41.0,41.0,1108.0,"Julia,HTML,Java",1.585,Java,11,1.0,0.782,0.302,50,0.354,1.77,7.4983,0.0886,7.19,1,1,1,43,41,81,0.3646,1,9
jessica12,2766,461.0,0,9,228.0,118.0,378.0,"CSS,Lua,HTML,Rust,Ruby,Julia,Dart,SQL,Go",3.1699,Dart,14,0.965,0.565,0.537,64,0.955,2.95,2.2032,-0.1728,7.57,0,1,1,0,1320,84,0.5208,2,4
dev_1889,2908,9062.0,1637,40,2166.2100000000046,1941.050000000001,2764.0,"Scala,Lua,HTML,PHP,Rust,CSS,Ruby,Julia,Dart,Shell,Swift",3.4594,Shell,11,1.0,0.63,0.557,59,0.421,3.67,2.0375,-0.0501,7.96,1,1,1,124,922,63,0.6058,2,21
dev_3518,2142,1891.0,32,357,3.0,3.0,76.0,"CSS,C++,Ruby,Dart,Shell,Java",2.585,Ruby,6,0.355,0.132,0.5,77,0.63,2.49,0.3993,-0.076,5.86,1,0,0,16,1205,36,0.2805,1,17
robertharrell,4317,3542.0,634,69,133.0,69.0,4563.0,"Scala,R,PHP,C++,Rust,Kotlin,Python,Haskell,Shell,Java,Elixir",3.4594,Elixir,11,0.668,0.417,0.486,48,0.434,3.85,7.6773,-0.1269,11.82,1,1,0,103,361,33,0.4859,2,5
dev_5941,1571,1295.0,86,159,42.0,35.0,37.0,"CSS,Lua,Go,C++,Ruby,Julia,Python,Kotlin,Haskell,TypeScript,Java",3.4594,Go,9,0.397,0.621,0.277,30,0.466,1.83,-0.3239,-0.1259,4.3,0,1,0,0,69,71,0.318,1,6
stephanie35,30,188.0,35,70,0.0,0.0,31.0,HTML,0.0,HTML,0,0.377,0.169,0.115,18,0.01,1.46,-2.8926,0.1167,0.1,0,0,0,0,79,0,0.09,0,7
padillatyler,1390,2973.0,525,6,15.0,2.0,461.0,"Lua,PHP,Rust,Julia,C#",2.3219,Lua,0,0.409,0.331,0.427,42,0.64,2.03,1.8465,0.0447,3.81,1,0,0,126,518,44,0.2714,1,13
dev_4218,2109,1252.0,291,167,1.0,0.0,18.0,"Scala,Lua,HTML,R,C#,C,Python,Haskell,TypeScript,Java,Swift",3.4594,HTML,8,0.948,0.555,0.182,34,0.571,2.99,3.2827,-0.0072,5.77,1,1,1,75,580,62,0.4321,1,7
