developer_id,account_age_days,total_commits,commits_last_90d,total_repos,pull_requests_merged,issues_closed,stars_received,languages_used,language_entropy,primary_language,framework_count,has_readme_pct,has_tests_pct,has_ci_pct,commit_message_avg_len,fork_to_original_ratio,languages_per_repo_avg,commit_trend_slope,activity_decay_lambda,years_active,has_bio,has_company,has_location,bio_length,avg_repo_size_kb,avg_repo_description_len,developer_dna_score,developer_tier,primary_language_encoded,log_total_commits,log_stars_received,log_pull_requests_merged,log_issues_closed,log_total_repos,commit_velocity,recency_score,repos_per_year,pr_merge_rate,execution_quality,language_count,impact_weight,profile_completeness,growth_momentum,consistency_index
jeanettethompson,1712,9.0,0,31,6.0,5.0,415.0,Go,0.0,Go,2,0.573,0.338,0.276,40,0.534,1.84,-4.6118,0.152,4.69,1,0,0,50,19,24,0.1987,0,6,2.302585092994046,6.030685260261263,1.9459101490553132,1.791759469228055,3.4657359027997265,0.0368,0.0,5.4482,0.5,0.3899,1,20.9008,1,-0.8105,0.8681
scottporter,640,412.0,111,7,6.0,2.0,13.0,"Scala,CSS,PHP,Rust,Python,Haskell,TypeScript,Go",3.0,Python,10,0.18,0.178,0.083,40,0.383,1.22,6.3104,0.1117,1.75,0,0,1,0,33,58,0.3553,1,15,6.023447592961033,2.639057329615259,1.9459101490553132,1.0986122886681096,2.0794415416798357,4.4783,0.2688,2.5455,0.6667,0.1501,8,5.4878,1,2.2947,0.8995
dev_1704,1396,782.0,102,36,2.0,1.0,57.0,"Julia,Haskell",1.0,Haskell,0,0.565,0.267,0.22,41,0.097,1.29,7.8848,0.188,3.82,1,0,1,25,5,0,0.2182,0,8,6.663132695990803,4.060443010546419,1.0986122886681096,0.6931471805599453,3.6109179126442243,3.9171,0.1303,7.4689,0.5,0.3423,2,14.6619,2,1.6359,0.8418
caroline20,795,3837.0,626,13,22.0,1.0,23.0,"Scala,CSS,R,C++,Ruby,C,Go",2.8074,Go,14,0.515,0.482,0.429,42,0.63,1.38,0.2069,0.0759,2.18,1,0,1,94,16,67,0.341,1,6,8.252706676567644,3.1780538303479458,3.1354942159291497,0.6931471805599453,2.639057329615259,33.5519,0.1631,4.0881,0.9167,0.476,7,8.3871,2,0.0651,0.9295
zalvarez,30,12.0,2,3,22.0,0.0,25.0,"SQL,TypeScript,Swift",1.585,SQL,5,0.572,0.269,0.415,9,0.642,1.85,2.8637,0.047,0.1,0,1,1,0,77,70,0.2807,0,19,2.5649493574615367,3.258096538021482,3.1354942159291497,0.0,1.3862943611198906,1.9355,0.1538,2.7273,0.9565,0.4037,3,4.5167,2,2.6034,0.9551
dev_1835,5289,2571.0,439,72,250.0,247.0,7303.400000000031,"Scala,CSS,R,Ruby,Julia,Dart,C,Kotlin,Python,JavaScript",3.3219,Scala,9,1.0,1.0,0.591,90,0.938,2.16,3.505,-0.1729,14.48,1,1,1,61,1223,64,0.4865,2,20,7.85243908535751,8.896232185287884,5.5254529391317835,5.5134287461649825,4.290459441148391,3.41,0.1707,4.6512,0.502,0.8773,10,38.1689,3,0.2264,0.8526
watkinssharon,3125,842.0,1,269,237.0,86.0,1303.0,"Scala,Rust,C++,Ruby,Julia,Dart,Kotlin,Python,TypeScript",3.1699,Julia,13,0.852,0.976,0.907,74,0.84,3.82,5.6502,-0.2096,8.56,1,1,1,66,7406,98,0.5491,2,11,6.736966958001855,7.1731917424865985,5.472270673671475,4.465908118654584,5.598421958998375,1.8874,0.0012,28.1381,0.7315,0.9181,9,40.1586,3,0.591,0.8267
triciajohnson,3221,137.0,5,79,93.0,9.0,45.0,"Scala,CSS,Lua,Rust,C++,Julia,C#,C,Elixir,SQL,JavaScript,Swift",3.585,Scala,8,0.721,0.669,0.425,45,0.251,1.88,5.408,-0.0814,8.82,1,0,1,13,1685,64,0.3756,2,20,4.927253685157205,3.828641396489095,4.543294782270004,2.302585092994046,4.382026634673881,0.2981,0.0362,8.0448,0.9029,0.6114,12,16.7772,2,0.5507,0.9247
dev_5667,2457,7329.0,786,69,317.0,335.0,73.0,"Dart,C,Python,Kotlin,Go,Swift",2.585,Swift,8,0.726,0.702,0.415,62,0.987,2.78,-2.914,-0.0299,6.73,0,0,0,0,84,71,0.4062,2,22,8.899730794880696,4.304065093204169,5.762051382780177,5.817111159963204,4.248495242049359,20.8827,0.1072,8.9263,0.4855,0.6231,6,18.2858,0,-0.377,0.971
dev_9150,30,121.0,25,6,3.0,1.0,17.0,"HTML,Go,Ruby,Dart,C#,TypeScript,Java",2.8074,Go,1,0.365,0.181,0.169,30,0.212,2.44,-3.4708,0.1207,0.1,0,0,0,0,16,47,0.2361,1,6,4.804021044733257,2.8903717578961645,1.3862943611198906,0.6931471805599453,1.9459101490553132,19.5161,0.2049,5.4545,0.6,0.2326,7,5.6244,0,-3.1553,0.8923
dev_158,4564,3176.0,515,66,346.0,68.0,825.0,"CSS,Lua,Scala,Ruby,Dart,C,Python,Kotlin,TypeScript,Elixir",3.3219,Ruby,12,0.913,0.45,0.902,62,0.865,2.18,3.2845,0.0078,12.5,1,1,1,100,1126,44,0.502,2,17,8.063692634269517,6.716594773520978,5.849324779946859,4.23410650459726,4.204692619390966,4.8786,0.1621,4.8889,0.8337,0.7245,10,28.2412,3,0.2433,0.9923
christopher96,2242,15.0,0,2,2.0,2.0,133.0,"R,C#,C,Haskell,JavaScript,Swift",2.585,C,7,0.316,0.338,0.28,26,0.647,2.1,0.6165,0.0443,6.14,0,0,0,0,12,0,0.2863,0,0,2.772588722239781,4.897839799950911,1.0986122886681096,1.0986122886681096,1.0986122886681096,0.0468,0.0,0.2801,0.4,0.314,6,5.3808,0,0.0863,0.9576
rebecca33,3204,2131.0,190,202,704.0,1022.0,767.0,"PHP,Rust,Julia,Dart,Haskell,TypeScript,JavaScript",2.8074,TypeScript,16,0.898,0.561,0.852,61,0.101,3.93,3.0763,-0.1155,8.77,0,0,1,0,1823,104,0.4722,2,23,7.664815785285735,6.643789733147672,6.558197802812269,6.930494765951626,5.313205979041787,4.6626,0.0891,20.6755,0.4076,0.7494,7,35.2998,1,0.3149,0.8965
dev_6538,2295,49.0,10,56,21.0,12.0,29.0,"CSS,PHP,Rust,C++,SQL,JavaScript",2.585,C++,2,0.445,0.0,0.279,43,0.564,1.92,-3.3073,0.1099,6.28,0,0,0,0,106,45,0.2293,1,2,3.912023005428146,3.4011973816621555,3.091042453358316,2.5649493574615367,4.04305126783455,0.1496,0.2,7.6923,0.6176,0.2172,6,13.7512,0,-0.4543,0.901
dev_4272,1671,355.0,42,32,6.0,4.0,18.0,"SQL,Lua,C++,Ruby,Dart,C#,Haskell",2.8074,C#,15,0.799,0.231,0.46,57,0.312,2.75,2.5605,-0.0158,4.57,0,0,1,0,1830,44,0.3859,2,1,5.87493073085203,2.9444389791664403,1.9459101490553132,1.6094379124341003,3.4965075614664802,1.4876,0.118,5.7451,0.5455,0.4701,7,10.2953,1,0.4597,0.9844
dev_8219,2080,3529.0,36,28,472.0,288.0,142.0,"R,C++,Ruby,JavaScript,SQL,Go,Elixir",2.8074,Ruby,8,0.882,0.86,0.421,72,0.643,2.04,2.9361,-0.0206,5.69,1,0,1,79,501,52,0.4782,2,17,8.169053149927343,4.962844630259907,6.159095388491933,5.666426688112432,3.367295829986474,11.887,0.0102,4.1854,0.6202,0.7349,7,16.7114,2,0.4389,0.9798
whitney33,2733,133.0,10,10,59.0,50.0,561.0,"Lua,PHP,Python,Java,Swift",2.3219,PHP,6,0.918,0.285,0.589,51,0.365,3.13,6.184,-0.1042,7.48,0,0,1,0,236,0,0.3588,0,14,4.897839799950911,6.331501849893691,4.0943445622221,3.9318256327243257,2.3978952727983707,0.3411,0.0746,1.1792,0.5364,0.5661,5,15.1823,1,0.7292,0.9056
jeffrey92,1403,115.0,8,4,4.0,3.0,5.0,"Lua,Shell",1.0,Shell,1,0.01,0.038,0.455,3,0.18,1.5,-6.1538,0.15,3.84,0,0,0,0,94,0,0.1587,0,21,4.7535901911063645,1.791759469228055,1.6094379124341003,1.3862943611198906,1.6094379124341003,0.5731,0.069,0.8264,0.5,0.1547,2,2.8837,0,-1.2714,0.8696
dev_8075,2666,840.0,44,19,8.0,1.0,137.0,"Scala,CSS,Ruby,Julia,C#,Kotlin",2.585,C#,1,0.786,0.457,0.283,64,0.676,2.66,-3.7918,0.0342,7.3,0,0,1,0,147,0,0.2552,1,1,6.734591659972948,4.927253685157205,2.1972245773362196,0.6931471805599453,2.995732273553991,2.207,0.0523,2.2892,0.8,0.5035,6,14.7607,1,-0.4568,0.9669
richard59,3776,22118.35000000001,1211,269,235.0,434.0,170.0,"Lua,R,Rust,Ruby,Kotlin,Python,Haskell,Shell,Elixir",3.1699,Shell,15,1.0,0.774,0.764,47,0.778,2.35,6.0352,-0.0115,10.34,1,1,1,130,2167,76,0.57,2,21,10.004208070032728,5.14166355650266,5.4638318050256105,6.075346031088684,5.598421958998375,41.0603,0.0547,23.7213,0.3507,0.8388,9,28.7852,3,0.5322,0.9886
dev_4720,30,102.0,22,38,25.0,0.0,4.0,Java,0.0,Java,0,0.094,0.516,0.462,24,0.217,0.5,-2.9473,0.1501,0.1,0,0,0,0,368,0,0.1095,0,9,4.634728988229636,1.6094379124341003,3.258096538021482,0.0,3.6635616461296463,16.4516,0.2136,34.5455,0.9615,0.3732,1,5.8963,0,-2.6794,0.8695
dev_5483,1092,82.0,8,12,21.0,1.0,2.0,C#,0.0,C#,0,0.658,0.0,0.155,49,0.391,1.09,-8.0,0.1256,2.99,0,0,1,0,33,0,0.1683,0,1,4.418840607796598,1.0986122886681096,3.091042453358316,0.6931471805599453,2.5649493574615367,0.524,0.0964,3.0075,0.913,0.2439,1,2.8179,1,-2.005,0.8884
williamrodriguez,354,191.0,50,11,30.0,29.0,20.0,"R,C++,Swift",1.585,R,7,0.952,0.042,0.217,38,0.514,1.99,9.3086,0.0232,0.97,0,0,0,0,46,42,0.2717,1,16,5.2574953720277815,3.044522437723423,3.4339872044851463,3.4011973816621555,2.4849066497880004,3.7131,0.2604,5.5838,0.5,0.3675,3,7.5654,0,4.7252,0.9773
jeffery43,666,963.0,167,7,8.0,3.0,53.0,"Scala,CSS,R,HTML,Java,Go",2.585,Java,0,0.782,0.102,0.0,10,0.715,3.07,0.442,0.1383,1.82,1,0,1,27,213,2,0.2722,1,9,6.871091294610546,3.9889840465642745,2.1972245773362196,1.3862943611198906,2.0794415416798357,10.069,0.1732,2.4823,0.6667,0.2754,6,8.2949,2,0.1567,0.8785
dev_6606,1996,1200.0,109,43,80.0,104.0,171.0,"CSS,Rust,C,Python,Haskell,Go",2.585,Rust,8,0.651,0.08,0.275,27,0.404,2.98,0.4489,-0.0217,5.46,1,0,0,103,84,54,0.2965,1,18,7.0909098220799835,5.147494476813453,4.394449154672439,4.653960350157523,3.784189633918261,4.2117,0.0908,6.6563,0.4324,0.3098,6,19.4791,1,0.0695,0.9788
latoya03,574,94.0,5,1,1.0,0.0,9.0,Haskell,0.0,Haskell,7,0.235,0.0,0.265,9,0.54,0.98,1.4668,0.1663,1.57,0,0,1,0,19,28,0.1192,0,8,4.553876891600541,2.302585092994046,0.6931471805599453,0.0,0.6931471805599453,1.1375,0.0526,0.3891,0.5,0.15,1,1.596,1,0.5707,0.8574
troy35,495,49.0,2,14,1.0,1.0,28.0,Python,0.0,Python,0,0.358,0.0,0.0,16,0.304,0.58,-3.6892,0.2645,1.36,1,0,0,87,5,0,0.1048,0,15,3.912023005428146,3.367295829986474,0.6931471805599453,0.6931471805599453,2.70805020110221,0.6832,0.04,5.9322,0.3333,0.1074,1,9.1188,1,-1.5632,0.7908
michaelfarrell,2163,705.0,14,124,147.0,56.0,35.0,"Ruby,Julia,Dart,C#,Shell,JavaScript,Elixir",2.8074,C#,10,0.557,0.604,0.653,86,0.757,2.71,4.2698,-0.1991,5.92,0,0,1,0,2486,88,0.3799,2,1,6.559615237493242,3.58351893845611,4.997212273764115,4.04305126783455,4.8283137373023015,2.2827,0.0198,17.9191,0.7206,0.6046,7,17.3024,1,0.617,0.834
dev_4209,1676,737.0,91,17,127.0,114.0,27.0,"Scala,Lua,PHP,Swift",2.0,Swift,16,0.57,0.547,0.119,79,0.76,2.6,8.2173,-0.1437,4.59,1,0,0,18,193,81,0.411,1,22,6.6039438246004725,3.332204510175204,4.852030263919617,4.74493212836325,2.8903717578961645,3.0749,0.1233,3.0411,0.5248,0.4255,4,9.6313,1,1.47,0.8744
zgregory,2798,110.0,0,19,7.0,7.0,139.0,"CSS,Lua,C++,JavaScript,Dart,C#,Kotlin,Python,SQL,Shell,Java",3.4594,Shell,0,0.534,0.763,0.557,68,0.225,1.99,-3.3959,-0.0103,7.66,1,0,0,81,93,12,0.3596,1,21,4.709530201312334,4.941642422609304,2.0794415416798357,2.0794415416798357,2.995732273553991,0.2755,0.0,2.194,0.4667,0.6325,11,14.8038,1,-0.3921,0.9898
dev_1752,1575,38.0,13,45,14.0,8.0,11.0,"HTML,R,Dart,C,Java,Elixir",2.585,Dart,2,0.342,0.692,0.447,13,0.424,2.39,-1.861,0.231,4.31,0,0,0,0,58,49,0.2584,0,4,3.6635616461296463,2.4849066497880004,2.70805020110221,2.1972245773362196,3.828641396489095,0.1688,0.3333,8.4746,0.6087,0.5135,6,9.5138,0,-0.3505,0.8123
dev_6974,3320,40.0,9,1,34.0,28.0,17.0,"Scala,HTML,R,Ruby,C,Go,Elixir",2.8074,HTML,0,0.932,0.212,0.6,20,0.221,1.56,2.0269,0.1111,9.09,0,1,1,0,42,43,0.2744,1,7,3.713572066704308,2.8903717578961645,3.5553480614894135,3.367295829986474,0.6931471805599453,0.0844,0.2195,0.0991,0.5397,0.5444,7,2.0035,2,0.2009,0.9
samantha98,1661,129.0,30,16,63.0,4.0,1308.0,"Scala,HTML,C#,C,SQL,TypeScript,Java,Swift",3.0,Java,5,0.629,0.481,0.414,36,0.241,3.32,2.5036,-0.0395,4.55,0,1,0,0,1008,40,0.3365,1,9,4.867534450455582,7.1770187659099,4.1588830833596715,1.6094379124341003,2.833213344056216,0.5429,0.2308,2.8829,0.9265,0.5053,8,20.334,1,0.4511,0.962
cathy39,1160,142.0,8,5,37.0,26.0,53.0,"CSS,HTML,Rust,C,Kotlin,Haskell,TypeScript,Swift",3.0,Haskell,1,0.0,0.421,0.7,55,0.317,2.26,3.0691,0.1016,3.18,1,0,1,95,10,50,0.3176,1,8,4.962844630259907,3.9889840465642745,3.6375861597263857,3.295836866004329,1.791759469228055,0.8536,0.0559,1.1962,0.5781,0.3784,8,7.1473,2,0.7342,0.9078
mfitzgerald,2995,265.0,65,42,29.0,42.0,226.0,"R,Go,Ruby,C#,Shell,JavaScript,Elixir",2.8074,Go,3,0.473,0.527,0.372,30,0.55,1.41,4.9257,0.1619,8.2,1,1,1,15,228,50,0.2819,1,6,5.583496308781699,5.424950017481403,3.4011973816621555,3.7612001156935624,3.7612001156935624,0.62,0.2444,4.5652,0.4028,0.4643,7,20.4043,3,0.5354,0.8607
sullivanamanda,1745,411.0,10,14,49.0,56.0,61.0,"Julia,CSS,Lua,Rust",2.0,Lua,7,0.603,0.433,0.164,25,0.625,1.19,-1.2417,0.1481,4.78,0,1,0,0,79,92,0.2313,2,13,6.021023349349527,4.127134385045092,3.912023005428146,4.04305126783455,2.70805020110221,1.6469,0.0243,2.4221,0.4623,0.4033,4,11.1765,1,-0.2148,0.871
jennifercook,4208,837.0,93,606,15.0,1.0,522.0,"Scala,R,C++,Ruby,Julia,JavaScript,Java,Dart,Go,Swift",3.3219,Swift,14,0.878,0.846,0.926,54,0.253,3.94,7.1404,-0.0224,11.52,1,0,1,115,457,104,0.518,2,22,6.731018100482083,6.259581464064923,2.772588722239781,0.6931471805599453,6.408528791059498,1.3949,0.111,48.4026,0.8824,0.8796,10,40.1147,2,0.5703,0.9781
dev_9917,1856,15.0,2,4,2.0,1.0,1717.0,"CSS,HTML,PHP,Ruby,Dart",2.3219,CSS,5,0.276,0.195,0.253,42,0.555,1.91,-2.7244,-0.0114,5.08,1,0,0,134,21,90,0.2232,0,3,2.772588722239781,7.4489161025442,1.0986122886681096,0.6931471805599453,1.6094379124341003,0.0566,0.125,0.6579,0.5,0.2367,5,11.9886,1,-0.4481,0.9887
tyler81,443,150.0,11,4,1.0,1.0,68.0,Swift,0.0,Swift,1,0.401,0.219,0.189,26,0.491,2.26,-2.2012,0.1622,1.21,1,0,0,59,18,79,0.1714,0,22,5.017279836814924,4.23410650459726,0.6931471805599453,0.6931471805599453,1.6094379124341003,2.3467,0.0728,1.81,0.3333,0.2646,1,6.8145,1,-0.996,0.8604
dev_4087,3543,325.0,43,14,71.0,121.0,292.0,"CSS,PHP,Rust,Kotlin,Shell",2.3219,PHP,2,0.7,0.067,0.54,68,0.638,1.49,-1.1493,0.0314,9.7,0,0,0,0,63,46,0.3337,1,14,5.786897381366708,5.680172609017068,4.276666119016055,4.804021044733257,2.70805020110221,0.6431,0.1319,1.3084,0.3679,0.3988,5,15.3822,0,-0.1074,0.9696
dev_1850,2797,154.0,28,109,75.0,122.0,499.0,"CSS,Lua,PHP,C++,Dart,C#,Kotlin,Haskell,TypeScript,Shell,JavaScript,Swift",3.585,Shell,3,0.789,0.516,0.202,71,0.327,2.95,1.3816,0.2033,7.66,0,0,0,0,2660,57,0.3697,1,21,5.043425116919247,6.214608098422191,4.330733340286331,4.812184355372417,4.700480365792417,0.3857,0.1806,12.5866,0.3788,0.5037,12,29.2116,0,0.1595,0.831
tyler34,915,568.0,40,31,47.0,57.0,35.0,Go,0.0,Go,1,0.42,0.129,0.039,78,0.735,3.29,-1.233,0.0856,2.51,0,0,0,0,154,20,0.1542,0,6,6.343880434126331,3.58351893845611,3.8712010109078907,4.060443010546419,3.4657359027997265,4.3187,0.0703,8.8319,0.4476,0.1893,1,12.4195,0,-0.3513,0.9211
regina1,138,73.0,10,5,0.0,0.0,15.0,Java,0.0,Java,2,0.186,0.0,0.142,17,0.01,1.91,-5.3135,0.1708,0.38,1,1,0,129,16,25,0.107,0,9,4.304065093204169,2.772588722239781,0.0,0.0,1.791759469228055,3.5164,0.1351,3.6232,0.0,0.0984,1,4.9678,2,-3.8504,0.8541
alexandrazamora,1028,239.0,61,6,18.0,4.0,110.0,"Julia,Lua,Shell,C++",2.0,C++,4,0.521,0.106,0.1,80,0.48,2.71,-0.7018,0.0352,2.81,0,0,1,0,229,33,0.2475,1,2,5.480638923341991,4.709530201312334,2.9444389791664403,1.6094379124341003,1.9459101490553132,1.6245,0.2542,1.5748,0.7826,0.2287,4,9.1643,1,-0.1842,0.966
denise5,1457,417.0,25,27,1.0,0.0,2.0,"Lua,PHP,Ruby,Julia,C#,C,Python,Shell,Java",3.1699,Ruby,6,0.387,0.134,0.556,67,0.542,2.17,2.0728,0.0134,3.99,0,0,0,0,43,53,0.3207,1,17,6.035481432524756,1.0986122886681096,0.6931471805599453,0.0,3.332204510175204,2.0002,0.0598,5.4108,0.5,0.3365,9,3.6608,0,0.4154,0.9868
theresa62,1271,77.0,11,8,30.0,13.0,2.0,"Scala,Ruby,Elixir,TypeScript,Go,Swift",2.585,Swift,6,0.424,0.315,0.285,47,0.777,1.13,7.0694,0.1921,3.48,0,1,1,0,644,60,0.3296,1,22,4.356708826689592,1.0986122886681096,3.4339872044851463,2.639057329615259,2.1972245773362196,0.4232,0.141,1.7857,0.6818,0.3387,6,2.4139,2,1.578,0.8389
catherine80,2694,62.0,9,31,6.0,4.0,9.0,"Ruby,Scala,JavaScript",1.585,Scala,2,0.581,0.388,0.517,38,0.366,2.26,4.803,0.1286,7.38,1,0,0,21,22,64,0.2896,1,20,4.143134726391533,2.302585092994046,1.9459101490553132,1.6094379124341003,3.4657359027997265,0.1611,0.1429,3.6993,0.5455,0.4846,3,7.9802,1,0.5732,0.8861
dev_1008,30,44.0,15,15,14.0,7.0,80.0,"PHP,Go,C++,Java,Dart,C,Kotlin,TypeScript,JavaScript,Swift",3.3219,Dart,8,0.309,0.587,0.598,50,0.861,2.03,8.6465,0.0659,0.1,1,0,0,44,49,43,0.4168,1,4,3.8066624897703196,4.394449154672439,2.70805020110221,2.0794415416798357,2.772588722239781,7.0968,0.3333,13.6364,0.6364,0.5069,10,12.184,1,7.8605,0.9382
ernest73,3499,1290.0,14,53,460.0,441.0,102.0,"Scala,R,PHP,Ruby,Julia,Dart,Kotlin,Python,C,Java,Elixir",3.4594,Dart,15,0.552,0.188,0.576,70,1.0,2.35,3.3997,-0.1036,9.58,0,1,1,0,4879,87,0.4198,2,4,7.1631723908466425,4.634728988229636,6.133398042996649,6.091309882077698,3.9889840465642745,2.5843,0.0108,5.0095,0.51,0.4136,11,18.4879,2,0.3213,0.9061
uferguson,728,20.0,0,1,12.0,18.0,1.0,"Julia,PHP,Go",1.585,PHP,1,0.189,0.0,0.05,60,0.503,1.34,-5.2289,0.1008,1.99,1,0,0,129,57,18,0.1735,0,14,3.044522437723423,0.6931471805599453,2.5649493574615367,2.9444389791664403,0.6931471805599453,0.1914,0.0,0.3344,0.3871,0.0717,3,0.4805,1,-1.7488,0.9084
lisa72,2248,492.0,78,13,31.0,13.0,3.0,"JavaScript,CSS,TypeScript,Rust",2.0,TypeScript,5,0.25,0.285,0.0,45,0.59,1.94,5.1164,-0.0166,6.15,0,0,1,0,80,35,0.2589,1,23,6.20050917404269,1.3862943611198906,3.4657359027997265,2.639057329615259,2.639057329615259,1.5337,0.1582,1.8182,0.6889,0.189,4,3.6585,1,0.7156,0.9837
vdillon,3565,2396.0,100,225,54.0,96.0,175.0,"CSS,Lua,Scala,PHP,C++,R,Ruby,Kotlin,C,Python,Haskell,JavaScript,Swift",3.7004,Haskell,12,0.918,0.928,0.763,50,0.831,4.58,10.7408,-0.0022,9.76,1,0,1,137,2250,74,0.5753,1,8,7.781973234434385,5.170483995038151,4.007333185232471,4.574710978503383,5.420534999272286,4.7117,0.0417,20.9108,0.3576,0.8755,13,28.0268,2,0.9982,0.9978
travis72,997,1259.0,266,52,22.0,0.0,46.0,"Scala,HTML,Rust,SQL,JavaScript,Swift",2.585,Swift,11,0.503,0.151,0.111,59,0.37,2.25,-3.6831,0.1862,2.73,1,1,1,121,796,111,0.2227,1,22,7.138866999945524,3.8501476017100584,3.1354942159291497,0.0,3.970291913552122,8.8067,0.2111,13.941,0.9565,0.2446,6,15.2862,3,-0.9874,0.843
dev_7419,1945,3393.0,506,47,10.0,13.0,61.0,"Scala,R,Rust,C++,Python,Swift",2.585,C++,8,0.487,0.241,0.033,32,1.0,2.3,-1.1692,0.1353,5.33,1,0,1,103,358,95,0.2661,1,2,8.129764445794171,4.127134385045092,2.3978952727983707,2.639057329615259,3.8712010109078907,12.198,0.1491,7.425,0.4167,0.2524,6,15.977,2,-0.1847,0.8808
dev_8169,4630,4894.0,991,800,2166.2100000000046,1399.0,7303.400000000031,"CSS,Lua,HTML,PHP,Rust,R,Go,C++,Julia,Java,C#,Elixir,TypeScript,JavaScript,Swift",3.9069,Swift,15,0.872,0.636,0.852,81,0.709,4.25,6.443,-0.1089,12.68,1,1,0,15,405,112,0.6469,2,22,8.49596955496461,8.896232185287884,7.681195905009043,7.24422751560335,6.68586094706836,7.4111,0.2025,58.4795,0.6074,0.7716,15,59.479,2,0.471,0.9018
joshua75,3516,213.0,32,4,22.0,17.0,1234.0,C,0.0,C,8,0.605,0.513,0.233,43,0.52,4.56,0.4738,-0.0222,9.63,1,0,1,80,324,78,0.2605,1,0,5.365976015021851,7.118826249062078,3.1354942159291497,2.8903717578961645,1.6094379124341003,0.4245,0.1495,0.3763,0.55,0.4566,1,11.4573,2,0.0446,0.9783
luis58,30,2.0,0,5,1.0,1.0,24.0,"Scala,Dart",1.0,Dart,5,0.155,0.0,0.0,19,0.314,2.23,-3.6792,0.2195,0.1,0,0,0,0,63,41,0.0713,0,4,1.0986122886681096,3.2188758248682006,0.6931471805599453,0.6931471805599453,1.791759469228055,0.3226,0.0,4.5455,0.3333,0.0465,2,5.7675,0,-3.3447,0.82
dev_7353,30,25.0,3,14,0.0,0.0,5.0,"HTML,Elixir",1.0,Elixir,0,0.484,0.21,0.0,3,0.556,0.71,-3.2793,0.2385,0.1,1,0,1,37,30,14,0.1731,0,5,3.258096538021482,1.791759469228055,0.0,0.0,2.70805020110221,4.0323,0.1154,12.7273,0.0,0.2292,2,4.8522,2,-2.9812,0.8074
nichole71,2193,44.0,15,13,12.0,4.0,16.0,"SQL,CSS,Rust",1.585,CSS,6,0.452,0.0,0.644,34,0.305,1.57,-0.6156,0.072,6.0,1,0,0,74,41,17,0.2033,0,3,3.8066624897703196,2.833213344056216,2.5649493574615367,1.6094379124341003,2.639057329615259,0.1406,0.3333,1.8571,0.7059,0.3288,3,7.477,1,-0.0879,0.9328
dev_332,1183,180.0,8,15,10.0,3.0,1.0,"Haskell,Java,C++",1.585,Haskell,6,0.0,0.437,0.165,14,0.43,0.83,-7.7744,0.2058,3.24,0,0,0,0,43,10,0.1598,0,8,5.198497031265826,0.6931471805599453,2.3978952727983707,1.3862943611198906,2.772588722239781,1.0621,0.0442,3.5377,0.7143,0.2243,3,1.9218,0,-1.8336,0.8293
greernicole,2760,5508.0,435,28,39.0,25.0,1416.0,"CSS,Lua,Julia,Dart,Python,SQL,JavaScript,Swift",3.0,Python,3,0.576,0.297,0.458,59,0.247,2.46,-0.7181,0.1584,7.56,1,1,1,16,58,8,0.2986,1,15,8.614138397472717,7.256297239690681,3.6888794541139363,3.258096538021482,3.367295829986474,13.9754,0.079,3.271,0.6,0.429,8,24.4341,3,-0.0839,0.8633
dev_9771,2103,81.0,17,6,2.0,0.0,48.0,"PHP,Julia,Java,Dart,JavaScript",2.3219,Julia,7,0.294,0.298,0.348,40,0.519,2.26,-0.2221,-0.0138,5.76,1,0,1,120,51,54,0.2758,1,11,4.406719247264253,3.8918202981106265,1.0986122886681096,0.0,1.9459101490553132,0.2695,0.2073,0.8876,0.6667,0.3118,5,7.5731,2,-0.0329,0.9864
martinbryan,1743,85.0,3,11,11.0,7.0,18.0,"R,Rust,Julia,C,TypeScript,Java",2.585,C,0,0.0,0.0,0.26,11,0.351,2.54,-3.9463,-0.0328,4.77,0,0,1,0,15,24,0.2049,0,0,4.454347296253507,2.9444389791664403,2.4849066497880004,2.0794415416798357,2.4849066497880004,0.3413,0.0349,1.9064,0.5789,0.078,6,7.3167,1,-0.6839,0.9682
hernandezjohn,3628,1631.0,93,7,2.0,1.0,39.0,"CSS,R,Rust,C++,Ruby,Julia,Shell,Java",3.0,Ruby,15,0.802,0.529,0.596,92,0.203,2.58,8.0772,-0.0067,9.93,1,0,0,58,127,120,0.428,2,17,7.397561535524052,3.6888794541139363,1.0986122886681096,0.6931471805599453,2.0794415416798357,3.1525,0.057,0.6404,0.5,0.631,8,7.6708,1,0.739,0.9933
dev_2535,2823,216.0,25,7,38.0,17.0,181.0,"CSS,Lua,Haskell,Rust,Ruby,SQL",2.585,Rust,0,0.611,0.314,0.547,62,0.453,2.06,-3.5153,0.0715,7.73,0,0,0,0,308,35,0.2771,0,18,5.37989735354046,5.204006687076795,3.6635616461296463,2.8903717578961645,2.0794415416798357,0.536,0.1152,0.8018,0.6786,0.473,6,10.8214,0,-0.4027,0.9333
dev_1681,30,19.0,2,2,9.0,13.0,2.0,"R,Ruby,Dart,Kotlin,TypeScript,Go",2.585,Go,1,0.373,0.53,0.158,37,0.272,1.52,0.0485,0.078,0.1,1,0,0,110,170,37,0.2662,0,6,2.995732273553991,1.0986122886681096,2.302585092994046,2.639057329615259,1.0986122886681096,3.0645,0.1,1.8182,0.3913,0.3713,6,1.2069,1,0.0441,0.9276
